type, score
replay, 0.08461538461538462
replay, 0.08860759493670886
replay, 0.09090909090909091
replay, 0.09090909090909091
replay, 0.09523809523809523
replay, 0.0975609756097561
replay, 0.0989010989010989
replay, 0.10833333333333334
replay, 0.11475409836065574
replay, 0.11688311688311688
replay, 0.11965811965811966
replay, 0.12337662337662338
replay, 0.14285714285714285
replay, 0.1485148514851485
replay, 0.17391304347826086
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0053475935828877
modified, 0.007518796992481203
modified, 0.007751937984496124
modified, 0.007936507936507936
modified, 0.008032128514056224
modified, 0.009009009009009009
modified, 0.012195121951219513
modified, 0.013888888888888888
modified, 0.015625
modified, 0.016
modified, 0.018867924528301886
modified, 0.019230769230769232
modified, 0.019230769230769232
modified, 0.022727272727272728
modified, 0.022988505747126436
modified, 0.023809523809523808
modified, 0.024390243902439025
modified, 0.024390243902439025
modified, 0.02459016393442623
modified, 0.026041666666666668
modified, 0.02631578947368421
modified, 0.028985507246376812
modified, 0.030612244897959183
modified, 0.031055900621118012
modified, 0.03167420814479638
modified, 0.03225806451612903
modified, 0.03418803418803419
modified, 0.03508771929824561
modified, 0.04081632653061224
modified, 0.04285714285714286
modified, 0.045454545454545456
modified, 0.05
modified, 0.05
modified, 0.055865921787709494
modified, 0.05759162303664921
modified, 0.0625
modified, 0.07894736842105263
modified, 0.08641975308641975
modified, 0.09411764705882353
modified, 0.09923664122137404
modified, 0.25
modified, 0.5
