type, score
live, 0.0
live, 0.0
live, 0.0
live, 0.0
live, 0.0
live, 0.0
live, 0.0
live, 0.0
live, 0.0
live, 0.0
live, 0.0
live, 0.0
live, 0.0
live, 0.0
live, 0.0
live, 0.0
live, 0.0
live, 0.0
live, 0.0
live, 0.0
live, 0.0
live, 0.0
live, 0.0
live, 0.0
live, 0.0
live, 0.0
live, 0.0
live, 0.0
live, 0.0
live, 0.0
live, 0.0007994883274704189
live, 0.0009163103237629811
live, 0.0013017443374121322
live, 0.0019738465334320256
live, 0.0023492560689115116
live, 0.002738225629791895
live, 0.002816020025031289
live, 0.0029717682020802376
live, 0.0029925187032418953
live, 0.0030041306796845663
live, 0.003198976327575176
live, 0.003231763619575254
live, 0.003367003367003367
live, 0.003419638495359062
live, 0.004457652303120356
live, 0.004627374573794447
live, 0.004761904761904762
live, 0.0048449612403100775
live, 0.005330490405117271
live, 0.005441704295472965
live, 0.006132879045996593
live, 0.006234413965087282
live, 0.006269592476489028
live, 0.006470881035340966
live, 0.006896551724137931
live, 0.006965174129353234
live, 0.00706436420722135
live, 0.007246376811594203
live, 0.007572172266919072
live, 0.008004574042309892
live, 0.008455882352941176
live, 0.008733624454148471
live, 0.008893829905503057
live, 0.009077155824508321
live, 0.010475423045930701
live, 0.011034820990681708
live, 0.011688311688311689
live, 0.01178259217027746
live, 0.012117714945181766
live, 0.012608573830204538
live, 0.013377926421404682
live, 0.014360313315926894
live, 0.01507860121912095
live, 0.01590836780146357
live, 0.016049382716049384
live, 0.016978922716627636
live, 0.01768642447418738
live, 0.019915509957754977
live, 0.021108179419525065
live, 0.0224159402241594
live, 0.023500810372771474
live, 0.02612393681652491
live, 0.026831619537275066
live, 0.0277623542476402
live, 0.029197080291970802
live, 0.03007518796992481
live, 0.032675709001233046
live, 0.03305785123966942
live, 0.03320848938826467
live, 0.034050179211469536
live, 0.03442340791738382
live, 0.041626331074540175
live, 0.06742370475514549
live, 0.07006369426751592
live, 0.1273209549071618
live, 0.17424242424242425
live, 0.1875
live, 0.23943661971830985
live, 0.297029702970297
live, 0.3010989010989011
live, 0.3026315789473684
live, 0.30392156862745096
live, 0.3161764705882353
live, 0.3537117903930131
live, 0.3812154696132597
live, 0.44025157232704404
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0
replay, 0.0008660508083140878
replay, 0.0011307100859339666
replay, 0.001392434439545138
replay, 0.0016909029421711193
replay, 0.0017452006980802793
replay, 0.0017556179775280898
replay, 0.0018050541516245488
replay, 0.0018155410312273058
replay, 0.001991040318566451
replay, 0.0026242892549934393
replay, 0.003043478260869565
replay, 0.0030497102775236353
replay, 0.0035536602700781805
replay, 0.0041293874741913286
replay, 0.0043541364296081275
replay, 0.0046248715313463515
replay, 0.006291635825314582
replay, 0.006788138620936048
replay, 0.008078088185796028
replay, 0.008091706001348618
replay, 0.00819672131147541
replay, 0.008222643896268185
replay, 0.011760966306420852
replay, 0.012105490704712495
replay, 0.013933547695605574
replay, 0.015748031496062992
replay, 0.021257750221434897
replay, 0.022058823529411766
replay, 0.024585783003741316
