type, score
replay, 0.16981132075471697
replay, 0.2702702702702703
replay, 0.3230769230769231
replay, 0.3633217993079585
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0
modified, 0.0010654784967067028
modified, 0.0015218126479540075
modified, 0.00182370820668693
modified, 0.0018656716417910447
modified, 0.0020711080428028996
modified, 0.002708803611738149
modified, 0.0028622540250447226
modified, 0.003218884120171674
modified, 0.004593175853018373
modified, 0.005847953216374269
modified, 0.006600660066006601
modified, 0.007389162561576354
modified, 0.0075075075075075074
modified, 0.007675775253300584
modified, 0.008439967329158726
modified, 0.009514101257220523
modified, 0.018421707742096092
modified, 0.0311284046692607
modified, 0.041884816753926704
modified, 0.05718270571827057
modified, 0.06278538812785388
modified, 0.6551724137931034
modified, 0.9767441860465116
